run,regime,seed,scorer,lambda,Q,C,frac_strong,fallback_frac
first_run,L2,102004,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
first_run,L2,102004,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
first_run,L2,102004,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
first_run,L2,102004,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
first_run,L2,102004,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
first_run,L2,102005,v1_frozen,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102005,drl_pi,0,0.641644,0.00156291,0.78838,0.0
first_run,L2,102005,drl_pi,10,0.640455,0.00148862,0.77768,0.0
first_run,L2,102005,drl_pi,25,0.637908,0.00139965,0.76749,0.0
first_run,L2,102005,drl_pi,50,0.636549,0.00134799,0.76359,0.0
first_run,L2,102005,drl_pi,100,0.615999,0.001218,0.72894,0.0
first_run,L2,102005,drl_pi,150,0.599524,0.00112491,0.69599,0.0
first_run,L2,102005,drl_pi,200,0.570312,0.00097352,0.64062,0.0
first_run,L2,102005,drl_pi,300,0.452276,0.0005066,0.4426,0.0
first_run,L2,102005,drl_pi,500,0.382982,0.00031921,0.30842,0.0
first_run,L2,102005,t_learner,0,0.640965,0.0033217,1.0,0.0
first_run,L2,102005,t_learner,10,0.641984,0.00172953,0.82286,0.0
first_run,L2,102005,t_learner,25,0.640965,0.00145697,0.78482,0.0
first_run,L2,102005,t_learner,50,0.636549,0.00131398,0.76596,0.0
first_run,L2,102005,t_learner,100,0.629925,0.0012234,0.7483,0.0
first_run,L2,102005,t_learner,150,0.622962,0.00114986,0.72741,0.0
first_run,L2,102005,t_learner,200,0.599694,0.00101576,0.67918,0.0
first_run,L2,102005,t_learner,300,0.486073,0.00054291,0.48488,0.0
first_run,L2,102005,t_learner,500,0.401155,0.00032539,0.32201,0.0
first_run,L2,102005,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
first_run,L2,102005,direct_baseline,10,0.639946,0.0032494,0.99066,0.0
first_run,L2,102005,direct_baseline,25,0.63536,0.00289218,0.96179,0.0
first_run,L2,102005,direct_baseline,50,0.629246,0.00135452,0.77412,0.0
first_run,L2,102005,direct_baseline,100,0.54161,0.00078525,0.59528,0.0
first_run,L2,102005,direct_baseline,150,0.477751,0.00051981,0.47435,0.0
first_run,L2,102005,direct_baseline,200,0.431895,0.00040355,0.3891,0.0
first_run,L2,102005,direct_baseline,300,0.283628,0.00012726,0.11838,0.0
first_run,L2,102005,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
first_run,L2,102005,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
first_run,L2,102005,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
first_run,L2,102005,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
first_run,L2,102005,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
first_run,L2,102005,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
first_run,L2,102005,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
first_run,L2,102005,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
first_run,L2,102005,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
first_run,L2,102005,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
first_run,L2,102005,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
first_run,L2,102005,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
first_run,L2,102005,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
first_run,L2,102005,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
first_run,L2,102005,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
first_run,L2,102005,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102005,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
first_run,L2,102005,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
first_run,L2,102005,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
first_run,L2,102005,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
first_run,L2,102005,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
first_run,L2,102006,v1_frozen,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102006,drl_pi,0,0.642323,0.00157979,0.79501,0.0
first_run,L2,102006,drl_pi,10,0.641474,0.00155327,0.79297,0.0
first_run,L2,102006,drl_pi,25,0.637908,0.00143068,0.77853,0.0
first_run,L2,102006,drl_pi,50,0.636549,0.00136467,0.76851,0.0
first_run,L2,102006,drl_pi,100,0.612942,0.00123303,0.72979,0.0
first_run,L2,102006,drl_pi,150,0.606148,0.00117224,0.71365,0.0
first_run,L2,102006,drl_pi,200,0.568444,0.00098777,0.64827,0.0
first_run,L2,102006,drl_pi,300,0.454823,0.00052289,0.45007,0.0
first_run,L2,102006,drl_pi,500,0.378736,0.00032734,0.30978,0.0
first_run,L2,102006,t_learner,0,0.640965,0.0033217,1.0,0.0
first_run,L2,102006,t_learner,10,0.641814,0.0019753,0.85954,0.0
first_run,L2,102006,t_learner,25,0.641135,0.00146893,0.78651,0.0
first_run,L2,102006,t_learner,50,0.636889,0.0013213,0.76715,0.0
first_run,L2,102006,t_learner,100,0.630265,0.00122605,0.74898,0.0
first_run,L2,102006,t_learner,150,0.623302,0.00115122,0.72792,0.0
first_run,L2,102006,t_learner,200,0.600713,0.00102312,0.68207,0.0
first_run,L2,102006,t_learner,300,0.486923,0.00054495,0.48607,0.0
first_run,L2,102006,t_learner,500,0.403023,0.00033175,0.32779,0.0
first_run,L2,102006,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
first_run,L2,102006,direct_baseline,10,0.640115,0.00325249,0.99083,0.0
first_run,L2,102006,direct_baseline,25,0.636039,0.00290274,0.96315,0.0
first_run,L2,102006,direct_baseline,50,0.628397,0.00134712,0.77225,0.0
first_run,L2,102006,direct_baseline,100,0.548064,0.00080324,0.60224,0.0
first_run,L2,102006,direct_baseline,150,0.477072,0.00051534,0.47096,0.0
first_run,L2,102006,direct_baseline,200,0.433933,0.00040396,0.38893,0.0
first_run,L2,102006,direct_baseline,300,0.290931,0.00013747,0.12959,0.0
first_run,L2,102006,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
first_run,L2,102006,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
first_run,L2,102006,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
first_run,L2,102006,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
first_run,L2,102006,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
first_run,L2,102006,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
first_run,L2,102006,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
first_run,L2,102006,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
first_run,L2,102006,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
first_run,L2,102006,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
first_run,L2,102006,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
first_run,L2,102006,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
first_run,L2,102006,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
first_run,L2,102006,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
first_run,L2,102006,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
first_run,L2,102006,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102006,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
first_run,L2,102006,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
first_run,L2,102006,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
first_run,L2,102006,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
first_run,L2,102006,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
first_run,L2,102007,v1_frozen,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102007,drl_pi,0,0.641984,0.00155376,0.78685,0.0
first_run,L2,102007,drl_pi,10,0.641304,0.00151176,0.78278,0.0
first_run,L2,102007,drl_pi,25,0.638417,0.00142097,0.77225,0.0
first_run,L2,102007,drl_pi,50,0.637398,0.00137209,0.76732,0.0
first_run,L2,102007,drl_pi,100,0.615829,0.00124686,0.73556,0.0
first_run,L2,102007,drl_pi,150,0.606148,0.00117307,0.7145,0.0
first_run,L2,102007,drl_pi,200,0.56199,0.00097086,0.63757,0.0
first_run,L2,102007,drl_pi,300,0.456522,0.00051773,0.44633,0.0
first_run,L2,102007,drl_pi,500,0.38519,0.00033666,0.31793,0.0
first_run,L2,102007,t_learner,0,0.640965,0.0033217,1.0,0.0
first_run,L2,102007,t_learner,10,0.641814,0.00198763,0.86124,0.0
first_run,L2,102007,t_learner,25,0.641135,0.00146953,0.78668,0.0
first_run,L2,102007,t_learner,50,0.636889,0.0013213,0.76715,0.0
first_run,L2,102007,t_learner,100,0.630265,0.00122605,0.74898,0.0
first_run,L2,102007,t_learner,150,0.623302,0.00115122,0.72792,0.0
first_run,L2,102007,t_learner,200,0.600034,0.00101842,0.68037,0.0
first_run,L2,102007,t_learner,300,0.486413,0.00054363,0.48539,0.0
first_run,L2,102007,t_learner,500,0.401664,0.00032738,0.32405,0.0
first_run,L2,102007,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
first_run,L2,102007,direct_baseline,10,0.639776,0.00323462,0.98947,0.0
first_run,L2,102007,direct_baseline,25,0.634341,0.00288353,0.96026,0.0
first_run,L2,102007,direct_baseline,50,0.628057,0.00134477,0.77174,0.0
first_run,L2,102007,direct_baseline,100,0.543139,0.000783,0.59426,0.0
first_run,L2,102007,direct_baseline,150,0.477582,0.00052116,0.47537,0.0
first_run,L2,102007,direct_baseline,200,0.430197,0.00040141,0.3874,0.0
first_run,L2,102007,direct_baseline,300,0.289742,0.00013642,0.13094,0.0
first_run,L2,102007,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
first_run,L2,102007,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
first_run,L2,102007,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
first_run,L2,102007,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
first_run,L2,102007,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
first_run,L2,102007,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
first_run,L2,102007,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
first_run,L2,102007,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
first_run,L2,102007,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
first_run,L2,102007,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
first_run,L2,102007,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
first_run,L2,102007,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
first_run,L2,102007,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
first_run,L2,102007,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
first_run,L2,102007,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
first_run,L2,102007,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102007,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
first_run,L2,102007,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
first_run,L2,102007,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
first_run,L2,102007,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
first_run,L2,102007,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
first_run,L2,102008,v1_frozen,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102008,drl_pi,0,0.641984,0.00153034,0.78431,0.0
first_run,L2,102008,drl_pi,10,0.641474,0.00150736,0.78074,0.0
first_run,L2,102008,drl_pi,25,0.639776,0.00143551,0.77429,0.0
first_run,L2,102008,drl_pi,50,0.636889,0.00136543,0.76596,0.0
first_run,L2,102008,drl_pi,100,0.612772,0.00123582,0.72996,0.0
first_run,L2,102008,drl_pi,150,0.605129,0.00116176,0.70941,0.0
first_run,L2,102008,drl_pi,200,0.555707,0.00093251,0.62602,0.0
first_run,L2,102008,drl_pi,300,0.453804,0.00051572,0.4465,0.0
first_run,L2,102008,drl_pi,500,0.382133,0.00033213,0.31641,0.0
first_run,L2,102008,t_learner,0,0.640965,0.0033217,1.0,0.0
first_run,L2,102008,t_learner,10,0.641984,0.00183829,0.83984,0.0
first_run,L2,102008,t_learner,25,0.641135,0.00146173,0.78567,0.0
first_run,L2,102008,t_learner,50,0.636889,0.00131961,0.76681,0.0
first_run,L2,102008,t_learner,100,0.629925,0.00122411,0.74847,0.0
first_run,L2,102008,t_learner,150,0.622962,0.00115023,0.72758,0.0
first_run,L2,102008,t_learner,200,0.599864,0.00101602,0.67935,0.0
first_run,L2,102008,t_learner,300,0.486073,0.00054291,0.48488,0.0
first_run,L2,102008,t_learner,500,0.401325,0.00032525,0.32201,0.0
first_run,L2,102008,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
first_run,L2,102008,direct_baseline,10,0.639946,0.0032494,0.99066,0.0
first_run,L2,102008,direct_baseline,25,0.63553,0.00289258,0.9623,0.0
first_run,L2,102008,direct_baseline,50,0.628567,0.00135243,0.77412,0.0
first_run,L2,102008,direct_baseline,100,0.549253,0.00080931,0.60445,0.0
first_run,L2,102008,direct_baseline,150,0.477242,0.00051827,0.47283,0.0
first_run,L2,102008,direct_baseline,200,0.430367,0.00039377,0.38043,0.0
first_run,L2,102008,direct_baseline,300,0.285836,0.00013043,0.12279,0.0
first_run,L2,102008,direct_baseline,500,0.220788,4.628e-05,0.00034,0.0
first_run,L2,102008,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
first_run,L2,102008,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
first_run,L2,102008,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
first_run,L2,102008,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
first_run,L2,102008,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
first_run,L2,102008,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
first_run,L2,102008,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
first_run,L2,102008,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
first_run,L2,102008,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
first_run,L2,102008,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
first_run,L2,102008,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
first_run,L2,102008,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
first_run,L2,102008,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
first_run,L2,102008,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
first_run,L2,102008,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102008,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
first_run,L2,102008,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
first_run,L2,102008,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
first_run,L2,102008,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
first_run,L2,102008,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
first_run,L2,102009,v1_frozen,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102009,drl_pi,0,0.641984,0.00154436,0.78414,0.0
first_run,L2,102009,drl_pi,10,0.640795,0.0014827,0.77785,0.0
first_run,L2,102009,drl_pi,25,0.637908,0.0013944,0.76851,0.0
first_run,L2,102009,drl_pi,50,0.636889,0.00136348,0.76664,0.0
first_run,L2,102009,drl_pi,100,0.611923,0.00122663,0.72775,0.0
first_run,L2,102009,drl_pi,150,0.597656,0.00113429,0.69395,0.0
first_run,L2,102009,drl_pi,200,0.534137,0.00085265,0.59001,0.0
first_run,L2,102009,drl_pi,300,0.452106,0.0005057,0.44056,0.0
first_run,L2,102009,drl_pi,500,0.376868,0.00031565,0.30214,0.0
first_run,L2,102009,t_learner,0,0.640965,0.0033217,1.0,0.0
first_run,L2,102009,t_learner,10,0.641984,0.00186704,0.84494,0.0
first_run,L2,102009,t_learner,25,0.640965,0.0014574,0.78533,0.0
first_run,L2,102009,t_learner,50,0.636039,0.00130774,0.76529,0.0
first_run,L2,102009,t_learner,100,0.629755,0.00122055,0.74762,0.0
first_run,L2,102009,t_learner,150,0.621264,0.00114313,0.72537,0.0
first_run,L2,102009,t_learner,200,0.590693,0.00097143,0.66287,0.0
first_run,L2,102009,t_learner,300,0.484035,0.00053165,0.47894,0.0
first_run,L2,102009,t_learner,500,0.384341,0.00029557,0.29637,0.0
first_run,L2,102009,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
first_run,L2,102009,direct_baseline,10,0.639946,0.0032437,0.99032,0.0
first_run,L2,102009,direct_baseline,25,0.63502,0.00288887,0.96128,0.0
first_run,L2,102009,direct_baseline,50,0.629076,0.00135311,0.77395,0.0
first_run,L2,102009,direct_baseline,100,0.540082,0.00077723,0.59188,0.0
first_run,L2,102009,direct_baseline,150,0.474694,0.00051389,0.47045,0.0
first_run,L2,102009,direct_baseline,200,0.425272,0.0003885,0.37568,0.0
first_run,L2,102009,direct_baseline,300,0.28142,0.00012466,0.11566,0.0
first_run,L2,102009,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
first_run,L2,102009,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
first_run,L2,102009,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
first_run,L2,102009,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
first_run,L2,102009,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
first_run,L2,102009,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
first_run,L2,102009,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
first_run,L2,102009,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
first_run,L2,102009,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
first_run,L2,102009,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
first_run,L2,102009,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
first_run,L2,102009,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
first_run,L2,102009,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
first_run,L2,102009,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
first_run,L2,102009,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
first_run,L2,102009,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
first_run,L2,102009,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
first_run,L2,102009,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
first_run,L2,102009,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
first_run,L2,102009,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
first_run,L2,102009,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
first_run,L3,102000,v1_frozen,,0.639436,0.00142241,0.76342,0.0
first_run,L3,102000,drl_pi,0,0.641644,0.00154557,0.78499,0.0
first_run,L3,102000,drl_pi,10,0.640795,0.00151049,0.78074,0.0
first_run,L3,102000,drl_pi,25,0.637568,0.00140897,0.76885,0.0
first_run,L3,102000,drl_pi,50,0.636209,0.00136018,0.76393,0.0
first_run,L3,102000,drl_pi,100,0.631624,0.00126752,0.75204,0.0
first_run,L3,102000,drl_pi,150,0.60428,0.0011585,0.70771,0.0
first_run,L3,102000,drl_pi,200,0.567425,0.00098157,0.64249,0.0
first_run,L3,102000,drl_pi,300,0.452785,0.00050604,0.44141,0.0
first_run,L3,102000,drl_pi,500,0.382133,0.00032071,0.30656,0.0
first_run,L3,102000,t_learner,0,0.640965,0.0033217,1.0,0.0
first_run,L3,102000,t_learner,10,0.640795,0.0032487,0.99541,0.0
first_run,L3,102000,t_learner,25,0.640795,0.00157429,0.80605,0.0
first_run,L3,102000,t_learner,50,0.637058,0.0013471,0.77276,0.0
first_run,L3,102000,t_learner,100,0.630605,0.00123293,0.75119,0.0
first_run,L3,102000,t_learner,150,0.623471,0.00115869,0.73081,0.0
first_run,L3,102000,t_learner,200,0.601732,0.00102929,0.68546,0.0
first_run,L3,102000,t_learner,300,0.486923,0.00054567,0.48743,0.0
first_run,L3,102000,t_learner,500,0.399966,0.00032665,0.32507,0.0
first_run,L3,102000,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
first_run,L3,102000,direct_baseline,10,0.639946,0.0032494,0.99066,0.0
first_run,L3,102000,direct_baseline,25,0.636039,0.00289988,0.96298,0.0
first_run,L3,102000,direct_baseline,50,0.631624,0.00136861,0.77768,0.0
first_run,L3,102000,direct_baseline,100,0.590014,0.00098901,0.67289,0.0
first_run,L3,102000,direct_baseline,150,0.484035,0.00054302,0.48828,0.0
first_run,L3,102000,direct_baseline,200,0.455163,0.00045478,0.42986,0.0
first_run,L3,102000,direct_baseline,300,0.324728,0.00019543,0.19973,0.0
first_run,L3,102000,direct_baseline,500,0.225543,5.157e-05,0.01104,0.0
first_run,L3,102000,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
first_run,L3,102000,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
first_run,L3,102000,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
first_run,L3,102000,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
first_run,L3,102000,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
first_run,L3,102000,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
first_run,L3,102000,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
first_run,L3,102000,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
first_run,L3,102000,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
first_run,L3,102000,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
first_run,L3,102000,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
first_run,L3,102000,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
first_run,L3,102000,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
first_run,L3,102000,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
first_run,L3,102000,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
first_run,L3,102000,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
first_run,L3,102000,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
first_run,L3,102000,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
first_run,L3,102000,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
first_run,L3,102000,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
first_run,L3,102001,v1_frozen,,0.639436,0.00142241,0.76342,0.0
first_run,L3,102001,drl_pi,0,0.640795,0.00156675,0.78906,0.0
first_run,L3,102001,drl_pi,10,0.640285,0.00153415,0.78278,0.0
first_run,L3,102001,drl_pi,25,0.637228,0.00142105,0.77038,0.0
first_run,L3,102001,drl_pi,50,0.623132,0.00134527,0.74762,0.0
first_run,L3,102001,drl_pi,100,0.610564,0.00123244,0.72588,0.0
first_run,L3,102001,drl_pi,150,0.602072,0.00115864,0.70618,0.0
first_run,L3,102001,drl_pi,200,0.555367,0.00093012,0.6233,0.0
first_run,L3,102001,drl_pi,300,0.444973,0.00049162,0.42935,0.0
first_run,L3,102001,drl_pi,500,0.380774,0.00031878,0.30605,0.0
first_run,L3,102001,t_learner,0,0.640965,0.0033217,1.0,0.0
first_run,L3,102001,t_learner,10,0.640795,0.0032114,0.9927,0.0
first_run,L3,102001,t_learner,25,0.640965,0.00154106,0.8001,0.0
first_run,L3,102001,t_learner,50,0.637058,0.00133741,0.77106,0.0
first_run,L3,102001,t_learner,100,0.630435,0.00122913,0.75017,0.0
first_run,L3,102001,t_learner,150,0.622962,0.00115252,0.72877,0.0
first_run,L3,102001,t_learner,200,0.596298,0.00100406,0.67629,0.0
first_run,L3,102001,t_learner,300,0.485564,0.00053738,0.48302,0.0
first_run,L3,102001,t_learner,500,0.389266,0.00030566,0.30707,0.0
first_run,L3,102001,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
first_run,L3,102001,direct_baseline,10,0.640115,0.00325434,0.99083,0.0
first_run,L3,102001,direct_baseline,25,0.63587,0.00290226,0.96332,0.0
first_run,L3,102001,direct_baseline,50,0.632133,0.00137435,0.7787,0.0
first_run,L3,102001,direct_baseline,100,0.585938,0.00096795,0.66525,0.0
first_run,L3,102001,direct_baseline,150,0.484885,0.00054248,0.48794,0.0
first_run,L3,102001,direct_baseline,200,0.454654,0.00045504,0.42986,0.0
first_run,L3,102001,direct_baseline,300,0.322181,0.00018814,0.19158,0.0
first_run,L3,102001,direct_baseline,500,0.223336,4.903e-05,0.00594,0.0
first_run,L3,102001,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
first_run,L3,102001,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
first_run,L3,102001,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
first_run,L3,102001,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
first_run,L3,102001,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
first_run,L3,102001,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
first_run,L3,102001,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
first_run,L3,102001,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
first_run,L3,102001,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
first_run,L3,102001,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
first_run,L3,102001,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
first_run,L3,102001,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
first_run,L3,102001,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
first_run,L3,102001,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
first_run,L3,102001,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
first_run,L3,102001,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
first_run,L3,102001,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
first_run,L3,102001,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
first_run,L3,102001,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
first_run,L3,102001,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
first_run,L3,102002,v1_frozen,,0.639436,0.00142241,0.76342,0.0
first_run,L3,102002,drl_pi,0,0.642493,0.00155425,0.79195,0.0
first_run,L3,102002,drl_pi,10,0.641644,0.00153526,0.78974,0.0
first_run,L3,102002,drl_pi,25,0.638247,0.00142296,0.7748,0.0
first_run,L3,102002,drl_pi,50,0.636379,0.00136141,0.76664,0.0
first_run,L3,102002,drl_pi,100,0.632303,0.00127104,0.75611,0.0
first_run,L3,102002,drl_pi,150,0.606318,0.00117512,0.71671,0.0
first_run,L3,102002,drl_pi,200,0.55197,0.00093383,0.62551,0.0
first_run,L3,102002,drl_pi,300,0.44837,0.0005059,0.44141,0.0
first_run,L3,102002,drl_pi,500,0.379755,0.00032251,0.30774,0.0
first_run,L3,102002,t_learner,0,0.640965,0.0033217,1.0,0.0
first_run,L3,102002,t_learner,10,0.640795,0.0032487,0.99541,0.0
first_run,L3,102002,t_learner,25,0.640795,0.00158007,0.80707,0.0
