run,regime,seed,scorer,lambda,Q,C,frac_strong,fallback_frac
corrected_run,L1,102000,drl_pi,150,0.598336,0.00115683,0.69701,0.0
corrected_run,L1,102000,drl_pi,200,0.570652,0.00100602,0.64368,0.0
corrected_run,L1,102000,drl_pi,300,0.453635,0.00051485,0.44446,0.0
corrected_run,L1,102000,drl_pi,500,0.388757,0.00033621,0.32116,0.0
corrected_run,L1,102000,t_learner,0,0.642493,0.00157835,0.79501,0.0
corrected_run,L1,102000,t_learner,10,0.642493,0.00153875,0.7877,0.0
corrected_run,L1,102000,t_learner,25,0.640285,0.00142295,0.77836,0.0
corrected_run,L1,102000,t_learner,50,0.6357,0.00129515,0.76223,0.0
corrected_run,L1,102000,t_learner,100,0.629586,0.00121763,0.74626,0.0
corrected_run,L1,102000,t_learner,150,0.621433,0.00114324,0.72385,0.0
corrected_run,L1,102000,t_learner,200,0.599355,0.00101284,0.67612,0.0
corrected_run,L1,102000,t_learner,300,0.488281,0.00054494,0.48471,0.0
corrected_run,L1,102000,t_learner,500,0.40608,0.00033508,0.32829,0.0
corrected_run,L1,102000,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
corrected_run,L1,102000,direct_baseline,10,0.639436,0.00322271,0.98879,0.0
corrected_run,L1,102000,direct_baseline,25,0.629925,0.00284936,0.95363,0.0
corrected_run,L1,102000,direct_baseline,50,0.620414,0.00128242,0.75357,0.0
corrected_run,L1,102000,direct_baseline,100,0.46909,0.00051909,0.4679,0.0
corrected_run,L1,102000,direct_baseline,150,0.388757,0.00032349,0.29127,0.0
corrected_run,L1,102000,direct_baseline,200,0.304857,0.00017439,0.13587,0.0
corrected_run,L1,102000,direct_baseline,300,0.227412,5.34e-05,0.01019,0.0
corrected_run,L1,102000,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
corrected_run,L1,102000,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
corrected_run,L1,102000,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102000,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102000,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
corrected_run,L1,102000,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
corrected_run,L1,102000,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
corrected_run,L1,102000,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
corrected_run,L1,102000,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
corrected_run,L1,102000,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
corrected_run,L1,102000,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
corrected_run,L1,102000,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
corrected_run,L1,102000,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
corrected_run,L1,102000,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
corrected_run,L1,102000,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
corrected_run,L1,102000,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102000,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
corrected_run,L1,102000,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
corrected_run,L1,102000,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
corrected_run,L1,102000,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
corrected_run,L1,102000,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
corrected_run,L1,102001,v1_frozen,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102001,drl_pi,0,0.638247,0.00144701,0.76919,0.0
corrected_run,L1,102001,drl_pi,10,0.638077,0.00144081,0.76902,0.0
corrected_run,L1,102001,drl_pi,25,0.637568,0.00139803,0.76681,0.0
corrected_run,L1,102001,drl_pi,50,0.636209,0.0013539,0.76376,0.0
corrected_run,L1,102001,drl_pi,100,0.631624,0.00126442,0.7517,0.0
corrected_run,L1,102001,drl_pi,150,0.603601,0.00115658,0.70771,0.0
corrected_run,L1,102001,drl_pi,200,0.570652,0.00098218,0.6447,0.0
corrected_run,L1,102001,drl_pi,300,0.453974,0.00051283,0.44429,0.0
corrected_run,L1,102001,drl_pi,500,0.389266,0.00033559,0.32133,0.0
corrected_run,L1,102001,t_learner,0,0.642493,0.00157126,0.79297,0.0
corrected_run,L1,102001,t_learner,10,0.642493,0.00153751,0.78753,0.0
corrected_run,L1,102001,t_learner,25,0.640285,0.00142141,0.77819,0.0
corrected_run,L1,102001,t_learner,50,0.63536,0.00129118,0.76138,0.0
corrected_run,L1,102001,t_learner,100,0.629586,0.00121671,0.74592,0.0
corrected_run,L1,102001,t_learner,150,0.621433,0.00114181,0.72334,0.0
corrected_run,L1,102001,t_learner,200,0.598845,0.00100784,0.67425,0.0
corrected_run,L1,102001,t_learner,300,0.488111,0.00054443,0.48438,0.0
corrected_run,L1,102001,t_learner,500,0.404042,0.00033212,0.32541,0.0
corrected_run,L1,102001,direct_baseline,0,0.640965,0.0032933,0.99168,0.0
corrected_run,L1,102001,direct_baseline,10,0.639436,0.00322215,0.98828,0.0
corrected_run,L1,102001,direct_baseline,25,0.630435,0.00284682,0.95312,0.0
corrected_run,L1,102001,direct_baseline,50,0.619395,0.00128062,0.75153,0.0
corrected_run,L1,102001,direct_baseline,100,0.466542,0.00051141,0.45788,0.0
corrected_run,L1,102001,direct_baseline,150,0.381114,0.0003144,0.28057,0.0
corrected_run,L1,102001,direct_baseline,200,0.293818,0.0001574,0.11685,0.0
corrected_run,L1,102001,direct_baseline,300,0.223845,4.94e-05,0.00476,0.0
corrected_run,L1,102001,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
corrected_run,L1,102001,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
corrected_run,L1,102001,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102001,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102001,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
corrected_run,L1,102001,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
corrected_run,L1,102001,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
corrected_run,L1,102001,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
corrected_run,L1,102001,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
corrected_run,L1,102001,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
corrected_run,L1,102001,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
corrected_run,L1,102001,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
corrected_run,L1,102001,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
corrected_run,L1,102001,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
corrected_run,L1,102001,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
corrected_run,L1,102001,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102001,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
corrected_run,L1,102001,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
corrected_run,L1,102001,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
corrected_run,L1,102001,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
corrected_run,L1,102001,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
corrected_run,L1,102002,v1_frozen,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102002,drl_pi,0,0.641984,0.00154261,0.78363,0.0
corrected_run,L1,102002,drl_pi,10,0.640625,0.00147408,0.77734,0.0
corrected_run,L1,102002,drl_pi,25,0.637908,0.00139557,0.76885,0.0
corrected_run,L1,102002,drl_pi,50,0.636719,0.00135444,0.76596,0.0
corrected_run,L1,102002,drl_pi,100,0.631454,0.00126599,0.75289,0.0
corrected_run,L1,102002,drl_pi,150,0.600543,0.00116258,0.70363,0.0
corrected_run,L1,102002,drl_pi,200,0.567086,0.00099197,0.64334,0.0
corrected_run,L1,102002,drl_pi,300,0.455842,0.00052549,0.45126,0.0
corrected_run,L1,102002,drl_pi,500,0.390285,0.00034162,0.32711,0.0
corrected_run,L1,102002,t_learner,0,0.642493,0.00157442,0.79382,0.0
corrected_run,L1,102002,t_learner,10,0.642493,0.00153875,0.7877,0.0
corrected_run,L1,102002,t_learner,25,0.640285,0.00142295,0.77836,0.0
corrected_run,L1,102002,t_learner,50,0.6357,0.00129515,0.76223,0.0
corrected_run,L1,102002,t_learner,100,0.629586,0.00121731,0.74609,0.0
corrected_run,L1,102002,t_learner,150,0.621433,0.00114285,0.72368,0.0
corrected_run,L1,102002,t_learner,200,0.600204,0.00101587,0.67714,0.0
corrected_run,L1,102002,t_learner,300,0.488281,0.00054602,0.48522,0.0
corrected_run,L1,102002,t_learner,500,0.407269,0.00033786,0.3305,0.0
corrected_run,L1,102002,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
corrected_run,L1,102002,direct_baseline,10,0.639096,0.00321974,0.98811,0.0
corrected_run,L1,102002,direct_baseline,25,0.629416,0.00284335,0.9516,0.0
corrected_run,L1,102002,direct_baseline,50,0.619056,0.00127569,0.75034,0.0
corrected_run,L1,102002,direct_baseline,100,0.469599,0.00051989,0.46603,0.0
corrected_run,L1,102002,direct_baseline,150,0.391814,0.00033228,0.30214,0.0
corrected_run,L1,102002,direct_baseline,200,0.30163,0.00016836,0.12993,0.0
corrected_run,L1,102002,direct_baseline,300,0.227242,5.285e-05,0.00934,0.0
corrected_run,L1,102002,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
corrected_run,L1,102002,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
corrected_run,L1,102002,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102002,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102002,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
corrected_run,L1,102002,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
corrected_run,L1,102002,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
corrected_run,L1,102002,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
corrected_run,L1,102002,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
corrected_run,L1,102002,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
corrected_run,L1,102002,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
corrected_run,L1,102002,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
corrected_run,L1,102002,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
corrected_run,L1,102002,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
corrected_run,L1,102002,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
corrected_run,L1,102002,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102002,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
corrected_run,L1,102002,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
corrected_run,L1,102002,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
corrected_run,L1,102002,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
corrected_run,L1,102002,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
corrected_run,L1,102003,v1_frozen,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102003,drl_pi,0,0.641814,0.00151819,0.78057,0.0
corrected_run,L1,102003,drl_pi,10,0.638587,0.00143309,0.76953,0.0
corrected_run,L1,102003,drl_pi,25,0.637228,0.00139315,0.76529,0.0
corrected_run,L1,102003,drl_pi,50,0.6357,0.00133912,0.76121,0.0
corrected_run,L1,102003,drl_pi,100,0.631454,0.00125993,0.75136,0.0
corrected_run,L1,102003,drl_pi,150,0.605299,0.00115981,0.70941,0.0
corrected_run,L1,102003,drl_pi,200,0.576427,0.00102099,0.6554,0.0
corrected_run,L1,102003,drl_pi,300,0.455163,0.00051317,0.44803,0.0
corrected_run,L1,102003,drl_pi,500,0.386039,0.00033422,0.31827,0.0
corrected_run,L1,102003,t_learner,0,0.642493,0.00156868,0.79229,0.0
corrected_run,L1,102003,t_learner,10,0.642493,0.00153426,0.78719,0.0
corrected_run,L1,102003,t_learner,25,0.640285,0.00142141,0.77819,0.0
corrected_run,L1,102003,t_learner,50,0.63519,0.00129024,0.76121,0.0
corrected_run,L1,102003,t_learner,100,0.629586,0.00121671,0.74592,0.0
corrected_run,L1,102003,t_learner,150,0.621433,0.00114083,0.723,0.0
corrected_run,L1,102003,t_learner,200,0.598845,0.00100884,0.67459,0.0
corrected_run,L1,102003,t_learner,300,0.488111,0.00054521,0.48471,0.0
corrected_run,L1,102003,t_learner,500,0.404552,0.00033244,0.32541,0.0
corrected_run,L1,102003,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
corrected_run,L1,102003,direct_baseline,10,0.639436,0.00324407,0.98913,0.0
corrected_run,L1,102003,direct_baseline,25,0.630774,0.00285638,0.95397,0.0
corrected_run,L1,102003,direct_baseline,50,0.619905,0.00128088,0.75306,0.0
corrected_run,L1,102003,direct_baseline,100,0.466712,0.00050727,0.45109,0.0
corrected_run,L1,102003,direct_baseline,150,0.38536,0.00031631,0.28057,0.0
corrected_run,L1,102003,direct_baseline,200,0.302819,0.00017167,0.13332,0.0
corrected_run,L1,102003,direct_baseline,300,0.225034,5.144e-05,0.00747,0.0
corrected_run,L1,102003,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
corrected_run,L1,102003,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
corrected_run,L1,102003,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102003,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102003,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
corrected_run,L1,102003,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
corrected_run,L1,102003,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
corrected_run,L1,102003,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
corrected_run,L1,102003,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
corrected_run,L1,102003,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
corrected_run,L1,102003,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
corrected_run,L1,102003,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
corrected_run,L1,102003,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
corrected_run,L1,102003,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
corrected_run,L1,102003,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
corrected_run,L1,102003,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102003,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
corrected_run,L1,102003,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
corrected_run,L1,102003,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
corrected_run,L1,102003,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
corrected_run,L1,102003,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
corrected_run,L1,102004,v1_frozen,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102004,drl_pi,0,0.641814,0.00151446,0.77955,0.0
corrected_run,L1,102004,drl_pi,10,0.640965,0.00148052,0.777,0.0
corrected_run,L1,102004,drl_pi,25,0.637908,0.00139517,0.76834,0.0
corrected_run,L1,102004,drl_pi,50,0.636549,0.00134352,0.76478,0.0
corrected_run,L1,102004,drl_pi,100,0.631284,0.0012574,0.7517,0.0
corrected_run,L1,102004,drl_pi,150,0.60411,0.0011509,0.70686,0.0
corrected_run,L1,102004,drl_pi,200,0.575238,0.00101602,0.64912,0.0
corrected_run,L1,102004,drl_pi,300,0.448539,0.00050007,0.43257,0.0
corrected_run,L1,102004,drl_pi,500,0.389776,0.00033855,0.32269,0.0
corrected_run,L1,102004,t_learner,0,0.642493,0.00157312,0.79348,0.0
corrected_run,L1,102004,t_learner,10,0.642493,0.00153751,0.78753,0.0
corrected_run,L1,102004,t_learner,25,0.640285,0.00142141,0.77819,0.0
corrected_run,L1,102004,t_learner,50,0.6357,0.00129515,0.76223,0.0
corrected_run,L1,102004,t_learner,100,0.629586,0.00121731,0.74609,0.0
corrected_run,L1,102004,t_learner,150,0.621433,0.0011424,0.72351,0.0
corrected_run,L1,102004,t_learner,200,0.600374,0.00101637,0.67731,0.0
corrected_run,L1,102004,t_learner,300,0.488451,0.0005464,0.48539,0.0
corrected_run,L1,102004,t_learner,500,0.407269,0.0003377,0.33016,0.0
corrected_run,L1,102004,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
corrected_run,L1,102004,direct_baseline,10,0.639606,0.00323968,0.98998,0.0
corrected_run,L1,102004,direct_baseline,25,0.631284,0.00286021,0.95448,0.0
corrected_run,L1,102004,direct_baseline,50,0.618037,0.00128055,0.74117,0.0
corrected_run,L1,102004,direct_baseline,100,0.460258,0.00049956,0.43088,0.0
corrected_run,L1,102004,direct_baseline,150,0.382303,0.0003144,0.2804,0.0
corrected_run,L1,102004,direct_baseline,200,0.307065,0.0001762,0.14062,0.0
corrected_run,L1,102004,direct_baseline,300,0.225543,5.322e-05,0.00968,0.0
corrected_run,L1,102004,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
corrected_run,L1,102004,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
corrected_run,L1,102004,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102004,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102004,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
corrected_run,L1,102004,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
corrected_run,L1,102004,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
corrected_run,L1,102004,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
corrected_run,L1,102004,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
corrected_run,L1,102004,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
corrected_run,L1,102004,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
corrected_run,L1,102004,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
corrected_run,L1,102004,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
corrected_run,L1,102004,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
corrected_run,L1,102004,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
corrected_run,L1,102004,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102004,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
corrected_run,L1,102004,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
corrected_run,L1,102004,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
corrected_run,L1,102004,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
corrected_run,L1,102004,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
corrected_run,L1,102005,v1_frozen,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102005,drl_pi,0,0.641814,0.00151466,0.77972,0.0
corrected_run,L1,102005,drl_pi,10,0.638587,0.00144334,0.77123,0.0
corrected_run,L1,102005,drl_pi,25,0.637398,0.0013929,0.76664,0.0
corrected_run,L1,102005,drl_pi,50,0.636379,0.00135717,0.76427,0.0
corrected_run,L1,102005,drl_pi,100,0.630605,0.00126059,0.75068,0.0
corrected_run,L1,102005,drl_pi,150,0.599015,0.00114752,0.69803,0.0
corrected_run,L1,102005,drl_pi,200,0.575577,0.00102196,0.65183,0.0
corrected_run,L1,102005,drl_pi,300,0.453295,0.00051323,0.44378,0.0
corrected_run,L1,102005,drl_pi,500,0.389436,0.00033818,0.32371,0.0
corrected_run,L1,102005,t_learner,0,0.642493,0.00156868,0.79229,0.0
corrected_run,L1,102005,t_learner,10,0.642493,0.00153426,0.78719,0.0
corrected_run,L1,102005,t_learner,25,0.640285,0.00142141,0.77819,0.0
corrected_run,L1,102005,t_learner,50,0.63519,0.00129024,0.76121,0.0
corrected_run,L1,102005,t_learner,100,0.629586,0.00121591,0.74575,0.0
corrected_run,L1,102005,t_learner,150,0.621264,0.00113995,0.72266,0.0
corrected_run,L1,102005,t_learner,200,0.598336,0.00100656,0.67374,0.0
corrected_run,L1,102005,t_learner,300,0.488111,0.00054423,0.48421,0.0
corrected_run,L1,102005,t_learner,500,0.403702,0.00033034,0.32354,0.0
corrected_run,L1,102005,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
corrected_run,L1,102005,direct_baseline,10,0.638417,0.00320314,0.9859,0.0
corrected_run,L1,102005,direct_baseline,25,0.628397,0.00283631,0.9499,0.0
corrected_run,L1,102005,direct_baseline,50,0.619226,0.00128327,0.7517,0.0
corrected_run,L1,102005,direct_baseline,100,0.465353,0.00049858,0.44039,0.0
corrected_run,L1,102005,direct_baseline,150,0.378397,0.00030076,0.26664,0.0
corrected_run,L1,102005,direct_baseline,200,0.293648,0.00015507,0.11413,0.0
corrected_run,L1,102005,direct_baseline,300,0.223845,4.986e-05,0.0051,0.0
corrected_run,L1,102005,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
corrected_run,L1,102005,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
corrected_run,L1,102005,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102005,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102005,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
corrected_run,L1,102005,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
corrected_run,L1,102005,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
corrected_run,L1,102005,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
corrected_run,L1,102005,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
corrected_run,L1,102005,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
corrected_run,L1,102005,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
corrected_run,L1,102005,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
corrected_run,L1,102005,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
corrected_run,L1,102005,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
corrected_run,L1,102005,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
corrected_run,L1,102005,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102005,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
corrected_run,L1,102005,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
corrected_run,L1,102005,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
corrected_run,L1,102005,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
corrected_run,L1,102005,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
corrected_run,L1,102006,v1_frozen,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102006,drl_pi,0,0.642493,0.00158001,0.79518,0.0
corrected_run,L1,102006,drl_pi,10,0.639096,0.00145355,0.77802,0.0
corrected_run,L1,102006,drl_pi,25,0.637398,0.00139132,0.76766,0.0
corrected_run,L1,102006,drl_pi,50,0.636039,0.00134809,0.76274,0.0
corrected_run,L1,102006,drl_pi,100,0.612772,0.00121755,0.72537,0.0
corrected_run,L1,102006,drl_pi,150,0.60411,0.00115351,0.70516,0.0
corrected_run,L1,102006,drl_pi,200,0.576257,0.00100881,0.65523,0.0
corrected_run,L1,102006,drl_pi,300,0.45873,0.00052527,0.4538,0.0
corrected_run,L1,102006,drl_pi,500,0.390285,0.00034063,0.32626,0.0
corrected_run,L1,102006,t_learner,0,0.642493,0.00157359,0.79365,0.0
corrected_run,L1,102006,t_learner,10,0.642493,0.00153875,0.7877,0.0
corrected_run,L1,102006,t_learner,25,0.640285,0.00142295,0.77836,0.0
corrected_run,L1,102006,t_learner,50,0.6357,0.00129515,0.76223,0.0
corrected_run,L1,102006,t_learner,100,0.629755,0.00121815,0.74626,0.0
corrected_run,L1,102006,t_learner,150,0.621433,0.00114324,0.72385,0.0
corrected_run,L1,102006,t_learner,200,0.600883,0.00101774,0.67782,0.0
corrected_run,L1,102006,t_learner,300,0.48947,0.00054935,0.48675,0.0
corrected_run,L1,102006,t_learner,500,0.408798,0.00034092,0.33305,0.0
corrected_run,L1,102006,direct_baseline,0,0.640965,0.00329386,0.99219,0.0
corrected_run,L1,102006,direct_baseline,10,0.639606,0.00323199,0.9893,0.0
corrected_run,L1,102006,direct_baseline,25,0.629755,0.00284897,0.95312,0.0
corrected_run,L1,102006,direct_baseline,50,0.619735,0.00127257,0.74762,0.0
corrected_run,L1,102006,direct_baseline,100,0.465014,0.00050274,0.44429,0.0
corrected_run,L1,102006,direct_baseline,150,0.379925,0.00031046,0.27514,0.0
corrected_run,L1,102006,direct_baseline,200,0.293818,0.00015916,0.11855,0.0
corrected_run,L1,102006,direct_baseline,300,0.227242,5.309e-05,0.00968,0.0
corrected_run,L1,102006,direct_baseline,500,0.220958,4.62e-05,0.00017,0.0
corrected_run,L1,102006,oracle_fullinfo,0,0.670516,0.00086602,0.44956,0.0
corrected_run,L1,102006,oracle_fullinfo,10,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102006,oracle_fullinfo,25,0.670516,0.00086601,0.44973,0.0
corrected_run,L1,102006,oracle_fullinfo,50,0.669497,0.00083651,0.44871,0.0
corrected_run,L1,102006,oracle_fullinfo,100,0.66661,0.00079997,0.44582,0.0
corrected_run,L1,102006,oracle_fullinfo,150,0.663383,0.00077307,0.4426,0.0
corrected_run,L1,102006,oracle_fullinfo,200,0.658458,0.00074556,0.43767,0.0
corrected_run,L1,102006,oracle_fullinfo,300,0.649966,0.00071068,0.42918,0.0
corrected_run,L1,102006,oracle_fullinfo,500,0.5107,0.00035093,0.28991,0.0
corrected_run,L1,102006,threshold_p_0.05,,0.642493,0.0015569,0.78906,0.0
corrected_run,L1,102006,threshold_p_0.10,,0.642323,0.00155082,0.78753,0.0
corrected_run,L1,102006,threshold_p_0.15,,0.642493,0.00152162,0.78261,0.0
corrected_run,L1,102006,threshold_p_0.20,,0.641984,0.00150376,0.77819,0.0
corrected_run,L1,102006,threshold_p_0.25,,0.641474,0.00149077,0.77463,0.0
corrected_run,L1,102006,threshold_p_0.30,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102006,threshold_p_0.35,,0.63587,0.00136994,0.75068,0.0
corrected_run,L1,102006,threshold_p_0.40,,0.630265,0.00130872,0.72894,0.0
corrected_run,L1,102006,threshold_p_0.50,,0.597486,0.00111969,0.63995,0.0
corrected_run,L1,102006,threshold_p_0.60,,0.491338,0.00075089,0.42171,0.0
corrected_run,L1,102006,threshold_p_0.70,,0.291101,0.00019862,0.0912,0.0
corrected_run,L1,102007,v1_frozen,,0.639436,0.00142241,0.76342,0.0
corrected_run,L1,102007,drl_pi,0,0.641814,0.00151466,0.77972,0.0
corrected_run,L1,102007,drl_pi,10,0.641304,0.00149658,0.77904,0.0
corrected_run,L1,102007,drl_pi,25,0.638757,0.00140924,0.77055,0.0
corrected_run,L1,102007,drl_pi,50,0.636719,0.00135022,0.76546,0.0
corrected_run,L1,102007,drl_pi,100,0.615149,0.00123571,0.73234,0.0
